Channel,End Date,Geo ID,Geo Name,Load Date,Product ID,Site Name,Start Date,Time Bucket,Audio Complete,Bounce,Page View,PDF Download,SessionDuration(sec),Signup Attemps,Site Visit
Display,12/20/2021,1,India,8/11/2021,1002345,www.gov.in,1/1/2021,YTD,9,406,25,5,74,7,564
Display,12/20/2021,1,India,8/16/2021,1002345,www.gov.in,1/1/2021,YTD,11,428,26,6,80,2,569
refferal,12/20/2021,1,India,5/29/2021,1002345,www.gov.in,1/1/2021,YTD,16,418,32,14,77,14,558
Direct,12/20/2021,1,India,11/19/2021,1002345,www.gov.in,1/1/2021,YTD,2,406,24,18,48,2,552
Direct,12/20/2021,1,India,5/8/2021,1002345,www.gov.in,1/1/2021,YTD,2,418,37,10,71,10,559
Direct,12/20/2021,1,India,10/17/2021,1002345,www.gov.in,1/1/2021,YTD,8,421,32,5,74,6,555
refferal,12/20/2021,1,India,5/6/2021,1002345,www.gov.in,1/1/2021,YTD,14,408,22,9,71,14,580
Display,12/20/2021,1,India,4/22/2021,1002345,www.gov.in,1/1/2021,YTD,12,419,37,15,96,2,579
Display,12/20/2021,1,India,7/16/2021,1002345,www.gov.in,1/1/2021,YTD,9,416,35,7,82,11,551
refferal,12/20/2021,1,India,3/20/2021,1002345,www.gov.in,1/1/2021,YTD,4,404,20,7,109,15,571
refferal,12/20/2021,1,India,2/26/2021,1002345,www.gov.in,1/1/2021,YTD,14,400,30,13,95,12,574
Direct,12/20/2021,1,India,6/15/2021,1002345,www.gov.in,1/1/2021,YTD,11,404,25,11,89,15,567
Display,12/20/2021,1,India,4/5/2021,1002345,www.gov.in,1/1/2021,YTD,14,408,30,12,69,6,571
refferal,12/20/2021,1,India,11/4/2021,1002345,www.gov.in,1/1/2021,YTD,6,412,30,6,69,8,577
Direct,12/20/2021,1,India,12/6/2021,1002345,www.gov.in,1/1/2021,YTD,13,400,36,18,73,12,551
Direct,12/20/2021,1,India,8/7/2021,1002345,www.gov.in,1/1/2021,YTD,11,425,32,3,96,5,550
Display,12/20/2021,1,India,2/14/2021,1002345,www.gov.in,1/1/2021,YTD,13,421,32,15,61,1,579
Display,12/20/2021,1,India,2/5/2021,1002345,www.gov.in,1/1/2021,YTD,8,404,23,18,98,14,574
refferal,12/20/2021,1,India,10/23/2021,1002345,www.gov.in,1/1/2021,YTD,3,411,28,17,33,8,576
Direct,12/20/2021,1,India,4/29/2021,1002345,www.gov.in,1/1/2021,YTD,1,429,33,10,45,13,560
Display,12/20/2021,1,India,2/13/2021,1002345,www.gov.in,1/1/2021,YTD,7,400,24,10,53,11,552
Direct,12/20/2021,1,India,7/22/2021,1002345,www.gov.in,1/1/2021,YTD,12,422,22,18,114,4,553
Direct,12/20/2021,1,India,3/10/2021,1002345,www.gov.in,1/1/2021,YTD,8,413,27,10,66,15,563
Display,12/20/2021,1,India,8/25/2021,1002345,www.gov.in,1/1/2021,YTD,6,406,30,16,31,14,551
Direct,12/20/2021,1,India,11/10/2021,1002345,www.gov.in,1/1/2021,YTD,8,400,30,2,54,1,577
Direct,12/20/2021,1,India,5/15/2021,1002345,www.gov.in,1/1/2021,YTD,15,419,23,11,48,9,568
Display,12/20/2021,1,India,5/17/2021,1002345,www.gov.in,1/1/2021,YTD,8,425,21,16,50,2,560
refferal,12/20/2021,1,India,8/28/2021,1002345,www.gov.in,1/1/2021,YTD,1,416,30,14,90,15,563
Direct,12/20/2021,1,India,1/2/2021,1002345,www.gov.in,1/1/2021,YTD,10,419,23,1,97,15,559
refferal,12/20/2021,1,India,10/4/2021,1002345,www.gov.in,1/1/2021,YTD,16,407,36,7,30,5,574
refferal,12/20/2021,1,India,11/10/2021,1002345,www.gov.in,1/1/2021,YTD,12,403,26,17,88,6,577
Display,12/20/2021,1,India,11/27/2021,1002345,www.gov.in,1/1/2021,YTD,12,412,33,2,61,3,565
Direct,12/20/2021,1,India,8/31/2021,1002345,www.gov.in,1/1/2021,YTD,13,425,29,10,42,7,552
Display,12/20/2021,1,India,1/26/2021,1002345,www.gov.in,1/1/2021,YTD,11,419,29,6,40,11,557
Display,12/20/2021,1,India,5/31/2021,1002345,www.gov.in,1/1/2021,YTD,7,413,26,12,53,14,577
refferal,12/20/2021,1,India,10/1/2021,1002345,www.gov.in,1/1/2021,YTD,14,418,26,12,84,2,572
Direct,12/20/2021,1,India,3/9/2021,1002345,www.gov.in,1/1/2021,YTD,12,402,25,4,49,6,570
refferal,12/20/2021,1,India,6/30/2021,1002345,www.gov.in,1/1/2021,YTD,7,412,30,14,61,4,580
Display,12/20/2021,1,India,9/4/2021,1002345,www.gov.in,1/1/2021,YTD,12,410,33,6,109,8,578
Direct,12/20/2021,1,India,4/21/2021,1002345,www.gov.in,1/1/2021,YTD,1,426,35,3,72,1,578
refferal,12/20/2021,1,India,4/30/2021,1002345,www.gov.in,1/1/2021,YTD,6,422,24,18,68,11,576
Display,12/20/2021,1,India,5/8/2021,1002345,www.gov.in,1/1/2021,YTD,4,425,40,3,61,4,578
Display,12/20/2021,1,India,9/16/2021,1002345,www.gov.in,1/1/2021,YTD,15,405,26,1,107,15,567
Display,12/20/2021,1,India,3/31/2021,1002345,www.gov.in,1/1/2021,YTD,7,402,33,5,88,3,554
refferal,12/20/2021,1,India,8/14/2021,1002345,www.gov.in,1/1/2021,YTD,5,420,24,1,53,15,578
Direct,12/20/2021,1,India,8/9/2021,1002345,www.gov.in,1/1/2021,YTD,12,426,23,2,88,10,561
refferal,12/20/2021,1,India,3/28/2021,1002345,www.gov.in,1/1/2021,YTD,4,420,26,15,102,3,563
Display,12/20/2021,1,India,5/17/2021,1002345,www.gov.in,1/1/2021,YTD,13,406,23,10,83,14,553
Direct,12/20/2021,1,India,1/29/2021,1002345,www.gov.in,1/1/2021,YTD,2,408,23,3,38,9,573
Direct,12/20/2021,1,India,3/17/2021,1002345,www.gov.in,1/1/2021,YTD,14,408,31,8,107,10,576
Display,12/20/2021,1,India,11/24/2021,1002345,www.gov.in,1/1/2021,YTD,13,410,25,3,102,10,567
Display,12/20/2021,1,India,7/19/2021,1002345,www.gov.in,1/1/2021,YTD,7,418,33,4,106,4,561
Display,12/20/2021,1,India,4/27/2021,1002345,www.gov.in,1/1/2021,YTD,5,420,30,5,59,8,580
Display,12/20/2021,1,India,3/11/2021,1002345,www.gov.in,1/1/2021,YTD,3,403,26,10,37,2,580
refferal,12/20/2021,1,India,9/28/2021,1002345,www.gov.in,1/1/2021,YTD,8,405,31,13,66,10,570
Direct,12/20/2021,1,India,4/13/2021,1002345,www.gov.in,1/1/2021,YTD,9,417,31,2,31,13,580
Display,12/20/2021,1,India,2/28/2021,1002345,www.gov.in,1/1/2021,YTD,2,427,25,1,51,7,555
Display,12/20/2021,1,India,3/14/2021,1002345,www.gov.in,1/1/2021,YTD,9,409,27,18,35,10,562
refferal,12/20/2021,1,India,9/1/2021,1002345,www.gov.in,1/1/2021,YTD,8,408,32,14,72,14,550
refferal,12/20/2021,1,India,1/16/2021,1002345,www.gov.in,1/1/2021,YTD,12,414,38,14,50,5,576
refferal,12/20/2021,1,India,1/3/2021,1002345,www.gov.in,1/1/2021,YTD,8,403,30,7,52,1,566
Direct,12/20/2021,1,India,4/10/2021,1002345,www.gov.in,1/1/2021,YTD,16,424,36,10,76,6,576
Direct,12/20/2021,1,India,12/5/2021,1002345,www.gov.in,1/1/2021,YTD,9,426,27,16,88,1,574
Direct,12/20/2021,1,India,8/30/2021,1002345,www.gov.in,1/1/2021,YTD,9,428,40,3,67,9,577
Direct,12/20/2021,1,India,1/6/2021,1002345,www.gov.in,1/1/2021,YTD,12,424,36,10,31,14,560
Display,12/20/2021,1,India,5/8/2021,1002345,www.gov.in,1/1/2021,YTD,4,409,25,8,117,13,578
refferal,12/20/2021,1,India,12/1/2021,1002345,www.gov.in,1/1/2021,YTD,5,411,35,11,114,6,579
Display,12/20/2021,1,India,11/6/2021,1002345,www.gov.in,1/1/2021,YTD,10,400,37,11,48,5,556
Direct,12/20/2021,1,India,7/16/2021,1002345,www.gov.in,1/1/2021,YTD,15,424,25,4,57,15,566
Display,12/20/2021,1,India,11/16/2021,1002345,www.gov.in,1/1/2021,YTD,11,408,38,10,43,14,577
Direct,12/20/2021,1,India,5/21/2021,1002345,www.gov.in,1/1/2021,YTD,9,420,39,4,77,4,566
Direct,12/20/2021,1,India,7/23/2021,1002345,www.gov.in,1/1/2021,YTD,16,414,23,3,51,7,566
Display,12/20/2021,1,India,3/2/2021,1002345,www.gov.in,1/1/2021,YTD,9,415,31,11,88,4,567
Direct,12/20/2021,1,India,12/9/2021,1002345,www.gov.in,1/1/2021,YTD,2,419,26,3,54,6,550
refferal,12/20/2021,1,India,12/9/2021,1002345,www.gov.in,1/1/2021,YTD,14,405,32,3,50,12,564
Display,12/20/2021,1,India,1/13/2021,1002345,www.gov.in,1/1/2021,YTD,11,418,31,15,116,6,574
Display,12/20/2021,1,India,9/2/2021,1002345,www.gov.in,1/1/2021,YTD,10,414,26,2,73,5,561
refferal,12/20/2021,1,India,11/17/2021,1002345,www.gov.in,1/1/2021,YTD,16,401,33,10,92,2,572
Display,12/20/2021,1,India,1/4/2021,1002345,www.gov.in,1/1/2021,YTD,7,426,32,10,41,11,567
Display,12/20/2021,1,India,4/10/2021,1002345,www.gov.in,1/1/2021,YTD,12,410,37,13,114,10,580
Display,12/20/2021,1,India,3/6/2021,1002345,www.gov.in,1/1/2021,YTD,11,420,32,13,96,2,559
Display,12/20/2021,1,India,2/13/2021,1002345,www.gov.in,1/1/2021,YTD,15,427,33,1,96,2,551
Display,12/20/2021,1,India,10/28/2021,1002345,www.gov.in,1/1/2021,YTD,12,413,34,5,90,8,562
refferal,12/20/2021,1,India,5/4/2021,1002345,www.gov.in,1/1/2021,YTD,12,410,20,13,115,13,577
Direct,12/20/2021,1,India,4/6/2021,1002345,www.gov.in,1/1/2021,YTD,3,407,36,9,38,4,572
Display,12/20/2021,1,India,6/2/2021,1002345,www.gov.in,1/1/2021,YTD,16,429,20,15,103,1,553
Display,12/20/2021,1,India,3/12/2021,1002345,www.gov.in,1/1/2021,YTD,5,408,32,1,94,6,550
Display,12/20/2021,1,India,2/6/2021,1002345,www.gov.in,1/1/2021,YTD,2,420,25,16,62,6,559
Display,12/20/2021,1,India,3/4/2021,1002345,www.gov.in,1/1/2021,YTD,1,406,20,18,70,2,577
refferal,12/20/2021,1,India,2/7/2021,1002345,www.gov.in,1/1/2021,YTD,9,407,28,5,59,12,550
refferal,12/20/2021,1,India,9/14/2021,1002345,www.gov.in,1/1/2021,YTD,9,404,26,10,50,7,558
Display,12/20/2021,1,India,9/15/2021,1002345,www.gov.in,1/1/2021,YTD,12,412,37,9,39,10,573
Display,12/20/2021,1,India,3/14/2021,1002345,www.gov.in,1/1/2021,YTD,14,410,23,3,100,11,559
Direct,12/20/2021,1,India,4/14/2021,1002345,www.gov.in,1/1/2021,YTD,12,407,39,7,112,8,569
Display,12/20/2021,1,India,1/3/2021,1002345,www.gov.in,1/1/2021,YTD,7,415,24,10,82,14,563
refferal,12/20/2021,1,India,8/11/2021,1002345,www.gov.in,1/1/2021,YTD,7,420,40,9,50,13,562
refferal,12/20/2021,1,India,6/7/2021,1002345,www.gov.in,1/1/2021,YTD,14,411,21,14,72,10,566
Display,12/20/2021,1,India,6/2/2021,1002345,www.gov.in,1/1/2021,YTD,10,408,38,6,47,3,560
refferal,12/20/2021,1,India,2/20/2021,1002345,www.gov.in,1/1/2021,YTD,4,426,39,1,112,11,556
Display,12/20/2021,1,India,2/4/2021,1002345,www.gov.in,1/1/2021,YTD,4,411,37,17,60,3,576
Display,12/20/2021,1,India,5/27/2021,1002345,www.gov.in,1/1/2021,YTD,3,421,29,8,39,12,579
refferal,12/20/2021,1,India,6/24/2021,1002345,www.gov.in,1/1/2021,YTD,3,409,22,10,105,14,579
Direct,12/20/2021,1,India,2/21/2021,1002345,www.gov.in,1/1/2021,YTD,3,426,35,17,93,15,554
Direct,12/20/2021,1,India,3/13/2021,1002345,www.gov.in,1/1/2021,YTD,6,425,29,12,63,14,574
Display,12/20/2021,1,India,12/16/2021,1002345,www.gov.in,1/1/2021,YTD,15,411,39,6,99,1,567
Direct,12/20/2021,1,India,5/10/2021,1002345,www.gov.in,1/1/2021,YTD,7,408,22,14,118,11,554
Display,12/20/2021,1,India,3/4/2021,1002345,www.gov.in,1/1/2021,YTD,10,413,39,11,73,12,564
Direct,12/20/2021,1,India,10/8/2021,1002345,www.gov.in,1/1/2021,YTD,11,421,29,2,81,6,553
Direct,12/20/2021,1,India,2/16/2021,1002345,www.gov.in,1/1/2021,YTD,9,425,31,6,78,5,574
Display,12/20/2021,1,India,8/14/2021,1002345,www.gov.in,1/1/2021,YTD,14,404,23,3,69,7,577
Display,12/20/2021,1,India,8/18/2021,1002345,www.gov.in,1/1/2021,YTD,14,405,24,11,109,7,559
Display,12/20/2021,1,India,8/11/2021,1002345,www.gov.in,1/1/2021,YTD,8,430,23,6,109,2,557
Display,12/20/2021,1,India,7/26/2021,1002345,www.gov.in,1/1/2021,YTD,16,401,30,1,104,10,556
refferal,12/20/2021,1,India,1/3/2021,1002345,www.gov.in,1/1/2021,YTD,2,415,39,17,53,8,560
refferal,12/20/2021,1,India,6/6/2021,1002345,www.gov.in,1/1/2021,YTD,16,427,20,17,113,14,560
Direct,12/20/2021,1,India,7/12/2021,1002345,www.gov.in,1/1/2021,YTD,1,410,25,7,57,5,574
refferal,12/20/2021,1,India,6/1/2021,1002345,www.gov.in,1/1/2021,YTD,6,427,31,10,54,12,572
refferal,12/20/2021,1,India,10/19/2021,1002345,www.gov.in,1/1/2021,YTD,14,426,30,17,74,6,559
Display,12/20/2021,1,India,6/13/2021,1002345,www.gov.in,1/1/2021,YTD,12,429,40,5,77,1,554
refferal,12/20/2021,1,India,8/13/2021,1002345,www.gov.in,1/1/2021,YTD,11,419,40,1,109,8,573
refferal,12/20/2021,1,India,4/1/2021,1002345,www.gov.in,1/1/2021,YTD,6,400,28,5,115,8,551
Direct,12/20/2021,1,India,2/6/2021,1002345,www.gov.in,1/1/2021,YTD,4,400,38,16,100,14,559
refferal,12/20/2021,1,India,4/19/2021,1002345,www.gov.in,1/1/2021,YTD,11,422,39,16,97,14,577
Direct,12/20/2021,1,India,6/19/2021,1002345,www.gov.in,1/1/2021,YTD,15,421,22,1,90,12,578
refferal,12/20/2021,1,India,3/8/2021,1002345,www.gov.in,1/1/2021,YTD,1,409,34,9,45,15,567
Direct,12/20/2021,1,India,4/16/2021,1002345,www.gov.in,1/1/2021,YTD,5,416,22,12,115,11,575
refferal,12/20/2021,1,India,7/31/2021,1002345,www.gov.in,1/1/2021,YTD,16,430,29,18,104,12,560
refferal,12/20/2021,1,India,5/14/2021,1002345,www.gov.in,1/1/2021,YTD,7,420,20,10,66,4,568
refferal,12/20/2021,1,India,12/10/2021,1002345,www.gov.in,1/1/2021,YTD,1,400,37,6,74,1,554
refferal,12/20/2021,1,India,8/3/2021,1002345,www.gov.in,1/1/2021,YTD,10,424,24,14,41,14,578
Display,12/20/2021,1,India,5/21/2021,1002345,www.gov.in,1/1/2021,YTD,4,422,33,10,35,2,555
Direct,12/20/2021,1,India,6/3/2021,1002345,www.gov.in,1/1/2021,YTD,12,429,32,11,45,13,559
refferal,12/20/2021,1,India,2/11/2021,1002345,www.gov.in,1/1/2021,YTD,6,423,23,17,53,15,561
refferal,12/20/2021,1,India,5/9/2021,1002345,www.gov.in,1/1/2021,YTD,6,416,22,15,109,6,574
refferal,12/20/2021,1,India,5/24/2021,1002345,www.gov.in,1/1/2021,YTD,11,403,36,4,66,2,576
Display,12/20/2021,1,India,5/21/2021,1002345,www.gov.in,1/1/2021,YTD,11,430,35,3,79,3,572
refferal,12/20/2021,1,India,8/26/2021,1002345,www.gov.in,1/1/2021,YTD,13,403,21,5,66,13,578
Display,12/20/2021,1,India,11/4/2021,1002345,www.gov.in,1/1/2021,YTD,15,424,21,10,50,5,566
Display,12/20/2021,1,India,3/16/2021,1002345,www.gov.in,1/1/2021,YTD,3,426,28,7,75,11,565
refferal,12/20/2021,1,India,4/12/2021,1002345,www.gov.in,1/1/2021,YTD,10,412,33,11,63,9,554
Display,12/20/2021,1,India,10/23/2021,1002345,www.gov.in,1/1/2021,YTD,15,411,20,12,91,7,564
refferal,12/20/2021,1,India,7/25/2021,1002345,www.gov.in,1/1/2021,YTD,10,409,26,1,70,12,554
Display,12/20/2021,1,India,2/18/2021,1002345,www.gov.in,1/1/2021,YTD,16,410,30,10,74,11,554
Display,12/20/2021,1,India,6/1/2021,1002345,www.gov.in,1/1/2021,YTD,2,414,35,13,33,1,554
Display,12/20/2021,1,India,5/24/2021,1002345,www.gov.in,1/1/2021,YTD,2,414,39,13,109,8,558
Direct,12/20/2021,1,India,11/22/2021,1002345,www.gov.in,1/1/2021,YTD,11,401,23,9,120,11,552
Display,12/20/2021,1,India,10/18/2021,1002345,www.gov.in,1/1/2021,YTD,4,419,25,10,58,3,550
Display,12/20/2021,1,India,10/16/2021,1002345,www.gov.in,1/1/2021,YTD,1,416,31,7,97,10,564
Direct,12/20/2021,1,India,10/3/2021,1002345,www.gov.in,1/1/2021,YTD,5,409,21,12,81,6,567
Display,12/20/2021,1,India,1/3/2021,1002345,www.gov.in,1/1/2021,YTD,11,426,20,9,106,4,574
Direct,12/20/2021,1,India,4/11/2021,1002345,www.gov.in,1/1/2021,YTD,9,410,24,1,109,8,566
Direct,12/20/2021,1,India,2/26/2021,1002345,www.gov.in,1/1/2021,YTD,9,429,36,14,118,8,568
Direct,12/20/2021,1,India,5/29/2021,1002345,www.gov.in,1/1/2021,YTD,6,403,24,5,68,12,570
Display,12/20/2021,1,India,7/22/2021,1002345,www.gov.in,1/1/2021,YTD,6,430,28,12,117,2,570
Display,12/20/2021,1,India,5/15/2021,1002345,www.gov.in,1/1/2021,YTD,10,401,34,8,118,5,571
Direct,12/20/2021,1,India,6/16/2021,1002345,www.gov.in,1/1/2021,YTD,4,403,26,10,61,11,571
refferal,12/20/2021,1,India,11/14/2021,1002345,www.gov.in,1/1/2021,YTD,4,427,40,6,113,7,569
Direct,12/20/2021,1,India,8/1/2021,1002345,www.gov.in,1/1/2021,YTD,7,415,33,6,38,1,572
Display,12/20/2021,1,India,6/14/2021,1002345,www.gov.in,1/1/2021,YTD,16,417,28,15,114,10,555
refferal,12/20/2021,1,India,3/12/2021,1002345,www.gov.in,1/1/2021,YTD,12,425,37,16,70,4,567
Display,12/20/2021,1,India,7/13/2021,1002345,www.gov.in,1/1/2021,YTD,13,410,34,3,96,10,565
Display,12/20/2021,1,India,10/17/2021,1002345,www.gov.in,1/1/2021,YTD,15,403,28,16,118,4,579
refferal,12/20/2021,1,India,9/22/2021,1002345,www.gov.in,1/1/2021,YTD,4,408,23,13,53,9,566
refferal,12/20/2021,1,India,8/10/2021,1002345,www.gov.in,1/1/2021,YTD,15,424,36,10,84,4,572
refferal,12/20/2021,1,India,8/30/2021,1002345,www.gov.in,1/1/2021,YTD,9,424,25,13,72,5,553
refferal,12/20/2021,1,India,7/7/2021,1002345,www.gov.in,1/1/2021,YTD,8,423,32,13,79,1,554
Direct,12/20/2021,1,India,12/3/2021,1002345,www.gov.in,1/1/2021,YTD,6,400,30,8,82,8,554
Display,12/20/2021,1,India,1/29/2021,1002345,www.gov.in,1/1/2021,YTD,16,411,27,9,58,13,556
Display,12/20/2021,1,India,9/13/2021,1002345,www.gov.in,1/1/2021,YTD,3,411,32,4,69,10,550
Direct,12/20/2021,1,India,5/1/2021,1002345,www.gov.in,1/1/2021,YTD,2,421,33,8,101,4,563
refferal,12/20/2021,1,India,4/9/2021,1002345,www.gov.in,1/1/2021,YTD,5,403,29,18,35,4,550
Direct,12/20/2021,1,India,11/5/2021,1002345,www.gov.in,1/1/2021,YTD,14,417,38,7,120,12,577
Display,12/20/2021,1,India,4/27/2021,1002345,www.gov.in,1/1/2021,YTD,10,407,32,3,45,13,553
Display,12/20/2021,1,India,9/22/2021,1002345,www.gov.in,1/1/2021,YTD,4,420,30,10,46,1,554
Display,12/20/2021,1,India,11/18/2021,1002345,www.gov.in,1/1/2021,YTD,15,428,40,6,61,6,568
refferal,12/20/2021,1,India,6/19/2021,1002345,www.gov.in,1/1/2021,YTD,9,419,27,8,31,1,555
Display,12/20/2021,1,India,2/26/2021,1002345,www.gov.in,1/1/2021,YTD,9,428,35,8,81,13,562
Display,12/20/2021,1,India,1/18/2021,1002345,www.gov.in,1/1/2021,YTD,6,400,37,7,60,1,567
Direct,12/20/2021,1,India,3/1/2021,1002345,www.gov.in,1/1/2021,YTD,11,420,38,2,40,14,572
refferal,12/20/2021,1,India,8/16/2021,1002345,www.gov.in,1/1/2021,YTD,14,430,38,12,97,2,557
Direct,12/20/2021,1,India,1/14/2021,1002345,www.gov.in,1/1/2021,YTD,11,417,33,6,71,3,577
Display,12/20/2021,1,India,5/7/2021,1002345,www.gov.in,1/1/2021,YTD,16,411,30,4,32,2,558
Direct,12/20/2021,1,India,8/8/2021,1002345,www.gov.in,1/1/2021,YTD,10,418,22,18,110,2,580
Display,12/20/2021,1,India,9/17/2021,1002345,www.gov.in,1/1/2021,YTD,6,402,31,3,61,2,555
refferal,12/20/2021,1,India,8/21/2021,1002345,www.gov.in,1/1/2021,YTD,16,413,28,3,83,11,575
Display,12/20/2021,1,India,11/11/2021,1002345,www.gov.in,1/1/2021,YTD,12,417,25,17,34,1,553
Direct,12/20/2021,1,India,9/5/2021,1002345,www.gov.in,1/1/2021,YTD,13,420,40,2,55,4,567
Direct,12/20/2021,1,India,8/11/2021,1002345,www.gov.in,1/1/2021,YTD,11,400,21,7,56,3,578
refferal,12/20/2021,1,India,8/4/2021,1002345,www.gov.in,1/1/2021,YTD,2,401,37,18,108,11,550
refferal,12/20/2021,1,India,7/6/2021,1002345,www.gov.in,1/1/2021,YTD,2,421,34,18,43,13,569
Direct,12/20/2021,1,India,6/12/2021,1002345,www.gov.in,1/1/2021,YTD,10,422,37,14,58,1,570
refferal,12/20/2021,1,India,6/9/2021,1002345,www.gov.in,1/1/2021,YTD,9,416,31,16,63,2,577
Display,12/20/2021,1,India,5/12/2021,1002345,www.gov.in,1/1/2021,YTD,16,402,24,17,94,8,572
Display,12/20/2021,1,India,9/25/2021,1002345,www.gov.in,1/1/2021,YTD,3,421,22,17,72,14,570
refferal,12/20/2021,1,India,7/22/2021,1002345,www.gov.in,1/1/2021,YTD,11,405,21,10,53,11,572
refferal,12/20/2021,1,India,3/30/2021,1002345,www.gov.in,1/1/2021,YTD,12,425,36,11,59,13,570
refferal,12/20/2021,1,India,1/5/2021,1002345,www.gov.in,1/1/2021,YTD,12,417,33,17,62,15,578
refferal,12/20/2021,1,India,11/19/2021,1002345,www.gov.in,1/1/2021,YTD,9,428,26,7,71,14,568
Display,12/20/2021,1,India,8/15/2021,1002345,www.gov.in,1/1/2021,YTD,15,406,29,8,107,8,555
Direct,12/20/2021,1,India,6/24/2021,1002345,www.gov.in,1/1/2021,YTD,6,424,23,7,100,3,572
Direct,12/20/2021,1,India,5/15/2021,1002345,www.gov.in,1/1/2021,YTD,16,418,29,4,46,14,556
Direct,12/20/2021,1,India,7/1/2021,1002345,www.gov.in,1/1/2021,YTD,7,429,31,1,88,9,568
Display,12/20/2021,1,India,10/24/2021,1002345,www.gov.in,1/1/2021,YTD,13,404,28,6,91,2,558
Display,12/20/2021,1,India,7/8/2021,1002345,www.gov.in,1/1/2021,YTD,4,406,26,2,45,7,559
Direct,12/20/2021,1,India,4/6/2021,1002345,www.gov.in,1/1/2021,YTD,7,430,23,9,59,3,551
refferal,12/20/2021,1,India,8/23/2021,1002345,www.gov.in,1/1/2021,YTD,11,427,35,16,93,9,556
refferal,12/20/2021,1,India,6/21/2021,1002345,www.gov.in,1/1/2021,YTD,10,403,37,7,75,2,563
Direct,12/20/2021,1,India,9/11/2021,1002345,www.gov.in,1/1/2021,YTD,3,419,40,16,36,6,553
Display,12/20/2021,1,India,10/31/2021,1002345,www.gov.in,1/1/2021,YTD,7,404,33,15,46,5,576
refferal,12/20/2021,1,India,6/5/2021,1002345,www.gov.in,1/1/2021,YTD,5,419,39,6,42,3,565
Direct,12/20/2021,1,India,3/6/2021,1002345,www.gov.in,1/1/2021,YTD,5,428,27,11,37,4,569
Direct,12/20/2021,1,India,1/22/2021,1002345,www.gov.in,1/1/2021,YTD,11,428,24,6,88,12,561
Direct,12/20/2021,1,India,9/12/2021,1002345,www.gov.in,1/1/2021,YTD,10,407,24,15,118,1,556
refferal,12/20/2021,1,India,8/6/2021,1002345,www.gov.in,1/1/2021,YTD,15,408,36,14,111,5,551
Direct,12/20/2021,1,India,12/3/2021,1002345,www.gov.in,1/1/2021,YTD,7,407,22,3,40,7,566
Display,12/20/2021,1,India,2/1/2021,1002345,www.gov.in,1/1/2021,YTD,12,408,26,17,118,12,552
refferal,12/20/2021,1,India,5/19/2021,1002345,www.gov.in,1/1/2021,YTD,12,429,22,16,45,12,551
Display,12/20/2021,1,India,5/20/2021,1002345,www.gov.in,1/1/2021,YTD,16,425,37,17,45,5,558
refferal,12/20/2021,1,India,6/16/2021,1002345,www.gov.in,1/1/2021,YTD,12,409,35,9,100,9,573
Display,12/20/2021,1,India,2/5/2021,1002345,www.gov.in,1/1/2021,YTD,2,400,26,6,38,2,566
refferal,12/20/2021,1,India,1/14/2021,1002345,www.gov.in,1/1/2021,YTD,13,408,30,4,53,7,568
Display,12/20/2021,1,India,8/19/2021,1002345,www.gov.in,1/1/2021,YTD,11,411,26,12,73,4,556
Direct,12/20/2021,1,India,10/17/2021,1002345,www.gov.in,1/1/2021,YTD,14,415,25,12,70,8,550
refferal,12/20/2021,1,India,10/27/2021,1002345,www.gov.in,1/1/2021,YTD,10,416,33,2,51,2,560
refferal,12/20/2021,1,India,9/30/2021,1002345,www.gov.in,1/1/2021,YTD,9,430,32,14,67,6,570
refferal,12/20/2021,1,India,7/18/2021,1002345,www.gov.in,1/1/2021,YTD,2,405,36,18,41,7,568
Direct,12/20/2021,1,India,7/20/2021,1002345,www.gov.in,1/1/2021,YTD,1,426,27,5,34,8,571
Display,12/20/2021,1,India,8/30/2021,1002345,www.gov.in,1/1/2021,YTD,14,428,24,9,104,5,551
refferal,12/20/2021,1,India,12/2/2021,1002345,www.gov.in,1/1/2021,YTD,14,412,34,10,38,6,552
refferal,12/20/2021,1,India,8/16/2021,1002345,www.gov.in,1/1/2021,YTD,5,430,38,4,34,3,561
Direct,12/20/2021,1,India,3/13/2021,1002345,www.gov.in,1/1/2021,YTD,4,403,23,9,45,7,577
Display,12/20/2021,1,India,12/3/2021,1002345,www.gov.in,1/1/2021,YTD,10,417,31,15,83,11,557
Direct,12/20/2021,1,India,9/25/2021,1002345,www.gov.in,1/1/2021,YTD,7,416,37,12,85,3,571
Direct,12/20/2021,1,India,1/9/2021,1002345,www.gov.in,1/1/2021,YTD,15,421,21,18,98,11,558
Display,12/20/2021,1,India,6/8/2021,1002345,www.gov.in,1/1/2021,YTD,3,418,21,17,101,6,572
Display,12/20/2021,1,India,5/27/2021,1002345,www.gov.in,1/1/2021,YTD,14,427,35,13,40,11,579
refferal,12/20/2021,1,India,5/31/2021,1002345,www.gov.in,1/1/2021,YTD,5,411,32,5,30,12,572
refferal,12/20/2021,1,India,9/1/2021,1002345,www.gov.in,1/1/2021,YTD,15,412,21,7,73,8,550
Direct,12/20/2021,1,India,7/9/2021,1002345,www.gov.in,1/1/2021,YTD,5,422,37,1,87,14,555
Display,12/20/2021,1,India,1/4/2021,1002345,www.gov.in,1/1/2021,YTD,2,429,23,12,65,14,558
Display,12/20/2021,1,India,7/24/2021,1002345,www.gov.in,1/1/2021,YTD,16,417,31,14,38,9,574
